Date,Location,NewCases,NewDeaths,NewRecovered,TotalCases,TotalDeaths,TotalRecovered,TotalActiveCases,Island,Time Zone
2021-05-01,Aceh,124,2,118,11169,441,9727,1001,Sumatera,UTC+07:00
2021-05-01,Bali,142,10,165,44813,1346,42135,1332,Nusa Tenggara,UTC+08:00
2021-05-01,Banten,53,0,28,47396,1210,44202,1984,Jawa,UTC+07:00
2021-05-01,Bengkulu,102,0,40,6884,172,5885,827,Sumatera,UTC+07:00
2021-05-01,DKI Jakarta,926,15,793,409540,6681,395727,7132,Jawa,UTC+07:00
2021-05-01,Daerah Istimewa Yogyakarta,128,4,330,39644,960,34735,3949,Jawa,UTC+07:00
2021-05-01,Gorontalo,6,4,49,5400,165,5082,153,Sulawesi,UTC+08:00
2021-05-01,Jambi,60,3,50,7730,114,6215,1401,Sumatera,UTC+07:00
2021-05-01,Jawa Barat,782,6,590,283457,3770,248349,31338,Jawa,UTC+07:00
2021-05-01,Jawa Tengah,202,20,231,184969,8434,165671,10864,Jawa,UTC+07:00
2021-05-01,Jawa Timur,231,20,202,147962,10710,135201,2051,Jawa,UTC+07:00
2021-05-01,Kalimantan Barat,98,0,68,7836,44,6829,963,Kalimantan,UTC+07:00
2021-05-01,Kalimantan Selatan,88,4,99,33046,945,29939,2162,Kalimantan,UTC+08:00
2021-05-01,Kalimantan Tengah,108,1,12,20179,448,16993,2738,Kalimantan,UTC+07:00
2021-05-01,Kalimantan Timur,137,1,192,68764,1641,65386,1737,Kalimantan,UTC+08:00
2021-05-01,Kalimantan Utara,7,0,7,11752,186,11034,532,Kalimantan,UTC+08:00
2021-05-01,Kepulauan Bangka Belitung,200,2,142,13646,213,11747,1686,Sumatera,UTC+07:00
2021-05-01,Kepulauan Riau,180,1,111,11355,257,9752,1346,Sumatera,UTC+07:00
2021-05-01,Lampung,66,0,35,16041,817,13927,1297,Sumatera,UTC+07:00
2021-05-01,Maluku,0,0,3,7530,117,7130,283,Maluku,UTC+09:00
2021-05-01,Maluku Utara,0,0,0,4417,120,4149,148,Maluku,UTC+09:00
2021-05-01,Nusa Tenggara Barat,18,0,35,10459,379,7877,2203,Nusa Tenggara,UTC+08:00
2021-05-01,Nusa Tenggara Timur,31,0,20,14384,374,12563,1447,Nusa Tenggara,UTC+08:00
2021-05-01,Papua,0,0,9,20365,260,11325,8780,Papua,UTC+09:00
2021-05-01,Papua Barat,32,0,32,8974,151,8546,277,Papua,UTC+09:00
2021-05-01,Riau,377,15,333,44655,1100,38658,4897,Sumatera,UTC+07:00
2021-05-01,Sulawesi Barat,3,0,0,5450,118,5253,79,Sulawesi,UTC+08:00
2021-05-01,Sulawesi Selatan,25,0,16,61519,932,60230,357,Sulawesi,UTC+08:00
2021-05-01,Sulawesi Tengah,20,2,25,12302,334,11213,755,Sulawesi,UTC+08:00
2021-05-01,Sulawesi Tenggara,7,1,1,10427,210,9885,332,Sulawesi,UTC+08:00
2021-05-01,Sulawesi Utara,6,0,16,15655,504,13082,2069,Sulawesi,UTC+08:00
2021-05-01,Sumatera Barat,179,8,333,37110,803,34007,2300,Sumatera,UTC+07:00
2021-05-01,Sumatera Selatan,147,5,74,20595,997,18087,1511,Sumatera,UTC+07:00
2021-05-01,Sumatera Utara,59,4,56,29458,974,26172,2312,Sumatera,UTC+07:00
2021-05-02,Aceh,68,7,52,11237,448,9779,1010,Sumatera,UTC+07:00
2021-05-02,Bali,86,5,61,44899,1351,42196,1352,Nusa Tenggara,UTC+08:00
2021-05-02,Banten,55,2,68,47451,1212,44270,1969,Jawa,UTC+07:00
2021-05-02,Bengkulu,75,1,47,6959,173,5932,854,Sumatera,UTC+07:00
2021-05-02,DKI Jakarta,854,10,984,410394,6691,396711,6992,Jawa,UTC+07:00
2021-05-02,Daerah Istimewa Yogyakarta,180,5,308,39824,965,35043,3816,Jawa,UTC+07:00
2021-05-02,Gorontalo,0,1,2,5400,166,5084,150,Sulawesi,UTC+08:00
2021-05-02,Jambi,78,2,33,7808,116,6248,1444,Sumatera,UTC+07:00
2021-05-02,Jawa Barat,710,9,548,284167,3779,248897,31491,Jawa,UTC+07:00
2021-05-02,Jawa Tengah,178,18,80,185147,8452,165751,10944,Jawa,UTC+07:00
2021-05-02,Jawa Timur,206,29,208,148168,10739,135409,2020,Jawa,UTC+07:00
2021-05-02,Kalimantan Barat,95,1,73,7931,45,6902,984,Kalimantan,UTC+07:00
2021-05-02,Kalimantan Selatan,12,4,62,33058,949,30001,2108,Kalimantan,UTC+08:00
2021-05-02,Kalimantan Tengah,49,3,13,20228,451,17006,2771,Kalimantan,UTC+07:00
2021-05-02,Kalimantan Timur,52,5,128,68816,1646,65514,1656,Kalimantan,UTC+08:00
2021-05-02,Kalimantan Utara,34,0,1,11786,186,11035,565,Kalimantan,UTC+08:00
2021-05-02,Kepulauan Bangka Belitung,93,4,89,13739,217,11836,1686,Sumatera,UTC+07:00
2021-05-02,Kepulauan Riau,145,0,8,11500,257,9760,1483,Sumatera,UTC+07:00
2021-05-02,Lampung,75,0,26,16116,817,13953,1346,Sumatera,UTC+07:00
2021-05-02,Maluku,5,0,7,7535,117,7137,281,Maluku,UTC+09:00
2021-05-02,Maluku Utara,0,0,0,4417,120,4149,148,Maluku,UTC+09:00
2021-05-02,Nusa Tenggara Barat,29,1,6,10488,380,7883,2225,Nusa Tenggara,UTC+08:00
2021-05-02,Nusa Tenggara Timur,252,3,173,14636,377,12736,1523,Nusa Tenggara,UTC+08:00
2021-05-02,Papua,0,0,14,20365,260,11339,8766,Papua,UTC+09:00
2021-05-02,Papua Barat,12,0,9,8986,151,8555,280,Papua,UTC+09:00
2021-05-02,Riau,583,16,344,45238,1116,39002,5120,Sumatera,UTC+07:00
2021-05-02,Sulawesi Barat,22,1,6,5472,119,5259,94,Sulawesi,UTC+08:00
2021-05-02,Sulawesi Selatan,4,0,13,61523,932,60243,348,Sulawesi,UTC+08:00
2021-05-02,Sulawesi Tengah,14,1,11,12316,335,11224,757,Sulawesi,UTC+08:00
2021-05-02,Sulawesi Tenggara,0,1,0,10427,211,9885,331,Sulawesi,UTC+08:00
2021-05-02,Sulawesi Utara,1,3,143,15656,507,13225,1924,Sulawesi,UTC+08:00
2021-05-02,Sumatera Barat,270,6,137,37380,809,34144,2427,Sumatera,UTC+07:00
2021-05-02,Sumatera Selatan,130,8,44,20725,1005,18131,1589,Sumatera,UTC+07:00
2021-05-02,Sumatera Utara,64,2,59,29522,976,26231,2315,Sumatera,UTC+07:00
2021-05-03,Aceh,56,1,14,11293,449,9793,1051,Sumatera,UTC+07:00
2021-05-03,Bali,105,9,131,45004,1360,42327,1317,Nusa Tenggara,UTC+08:00
2021-05-03,Banten,126,0,44,47577,1212,44314,2051,Jawa,UTC+07:00
2021-05-03,Bengkulu,7,1,15,6966,174,5947,845,Sumatera,UTC+07:00
2021-05-03,DKI Jakarta,757,20,687,411151,6711,397398,7042,Jawa,UTC+07:00
2021-05-03,Daerah Istimewa Yogyakarta,157,5,332,39981,970,35375,3636,Jawa,UTC+07:00
2021-05-03,Gorontalo,3,2,3,5403,168,5087,148,Sulawesi,UTC+08:00
2021-05-03,Jambi,82,1,44,7890,117,6292,1481,Sumatera,UTC+07:00
2021-05-03,Jawa Barat,1179,18,1038,285346,3797,249935,31614,Jawa,UTC+07:00
2021-05-03,Jawa Tengah,540,32,598,185687,8484,166349,10854,Jawa,UTC+07:00
2021-05-03,Jawa Timur,217,20,253,148385,10759,135662,1964,Jawa,UTC+07:00
2021-05-03,Kalimantan Barat,0,1,0,7931,46,6902,983,Kalimantan,UTC+07:00
2021-05-03,Kalimantan Selatan,34,1,45,33092,950,30046,2096,Kalimantan,UTC+08:00
2021-05-03,Kalimantan Tengah,74,0,167,20302,451,17173,2678,Kalimantan,UTC+07:00
2021-05-03,Kalimantan Timur,84,5,177,68900,1651,65691,1558,Kalimantan,UTC+08:00
2021-05-03,Kalimantan Utara,18,0,44,11804,186,11079,539,Kalimantan,UTC+08:00
2021-05-03,Kepulauan Bangka Belitung,82,1,140,13821,218,11976,1627,Sumatera,UTC+07:00
2021-05-03,Kepulauan Riau,153,0,0,11653,257,9760,1636,Sumatera,UTC+07:00
2021-05-03,Lampung,95,1,60,16211,818,14013,1380,Sumatera,UTC+07:00
2021-05-03,Maluku,14,0,0,7549,117,7137,295,Maluku,UTC+09:00
2021-05-03,Maluku Utara,3,0,33,4420,120,4182,118,Maluku,UTC+09:00
2021-05-03,Nusa Tenggara Barat,129,2,28,10617,382,7911,2324,Nusa Tenggara,UTC+08:00
2021-05-03,Nusa Tenggara Timur,61,1,62,14697,378,12798,1521,Nusa Tenggara,UTC+08:00
2021-05-03,Papua,0,0,16,20365,260,11355,8750,Papua,UTC+09:00
2021-05-03,Papua Barat,1,2,27,8987,153,8582,252,Papua,UTC+09:00
2021-05-03,Riau,341,18,398,45579,1134,39400,5045,Sumatera,UTC+07:00
2021-05-03,Sulawesi Barat,2,0,4,5474,119,5263,92,Sulawesi,UTC+08:00
2021-05-03,Sulawesi Selatan,13,0,9,61536,932,60252,352,Sulawesi,UTC+08:00
2021-05-03,Sulawesi Tengah,56,2,94,12372,337,11318,717,Sulawesi,UTC+08:00
2021-05-03,Sulawesi Tenggara,0,1,13,10427,212,9898,317,Sulawesi,UTC+08:00
2021-05-03,Sulawesi Utara,0,1,9,15656,508,13234,1914,Sulawesi,UTC+08:00
2021-05-03,Sumatera Barat,58,5,98,37438,814,34242,2382,Sumatera,UTC+07:00
2021-05-03,Sumatera Selatan,113,9,252,20838,1014,18383,1441,Sumatera,UTC+07:00
2021-05-03,Sumatera Utara,68,1,60,29590,977,26291,2322,Sumatera,UTC+07:00
2021-05-04,Aceh,98,5,9,11391,454,9802,1135,Sumatera,UTC+07:00
2021-05-04,Bali,150,9,123,45154,1369,42450,1335,Nusa Tenggara,UTC+08:00
2021-05-04,Banten,112,4,163,47689,1216,44477,1996,Jawa,UTC+07:00
2021-05-04,Bengkulu,54,0,38,7020,174,5985,861,Sumatera,UTC+07:00
2021-05-04,DKI Jakarta,416,18,586,411567,6729,397984,6854,Jawa,UTC+07:00
2021-05-04,Daerah Istimewa Yogyakarta,159,11,254,40140,981,35629,3530,Jawa,UTC+07:00
2021-05-04,Gorontalo,4,0,4,5407,168,5091,148,Sulawesi,UTC+08:00
2021-05-04,Jambi,50,3,63,7940,120,6355,1465,Sumatera,UTC+07:00
2021-05-04,Jawa Barat,909,27,1259,286255,3824,251194,31237,Jawa,UTC+07:00
2021-05-04,Jawa Tengah,382,27,659,186069,8511,167008,10550,Jawa,UTC+07:00
2021-05-04,Jawa Timur,290,33,250,148675,10792,135912,1971,Jawa,UTC+07:00
2021-05-04,Kalimantan Barat,117,0,99,8048,46,7001,1001,Kalimantan,UTC+07:00
2021-05-04,Kalimantan Selatan,56,5,224,33148,955,30270,1923,Kalimantan,UTC+08:00
2021-05-04,Kalimantan Tengah,101,0,243,20403,451,17416,2536,Kalimantan,UTC+07:00
2021-05-04,Kalimantan Timur,137,4,107,69037,1655,65798,1584,Kalimantan,UTC+08:00
2021-05-04,Kalimantan Utara,17,0,20,11821,186,11099,536,Kalimantan,UTC+08:00
2021-05-04,Kepulauan Bangka Belitung,167,2,223,13988,220,12199,1569,Sumatera,UTC+07:00
2021-05-04,Kepulauan Riau,134,3,173,11787,260,9933,1594,Sumatera,UTC+07:00
2021-05-04,Lampung,52,3,39,16263,821,14052,1390,Sumatera,UTC+07:00
2021-05-04,Maluku,0,0,0,7549,117,7137,295,Maluku,UTC+09:00
2021-05-04,Maluku Utara,1,0,6,4421,120,4188,113,Maluku,UTC+09:00
2021-05-04,Nusa Tenggara Barat,30,6,24,10647,388,7935,2324,Nusa Tenggara,UTC+08:00
2021-05-04,Nusa Tenggara Timur,59,0,25,14756,378,12823,1555,Nusa Tenggara,UTC+08:00
2021-05-04,Papua,3,0,5,20368,260,11360,8748,Papua,UTC+09:00
2021-05-04,Papua Barat,21,0,6,9008,153,8588,267,Papua,UTC+09:00
2021-05-04,Riau,483,7,331,46062,1141,39731,5190,Sumatera,UTC+07:00
2021-05-04,Sulawesi Barat,0,0,7,5474,119,5270,85,Sulawesi,UTC+08:00
2021-05-04,Sulawesi Selatan,21,0,8,61557,932,60260,365,Sulawesi,UTC+08:00
2021-05-04,Sulawesi Tengah,22,1,97,12394,338,11415,641,Sulawesi,UTC+08:00
2021-05-04,Sulawesi Tenggara,4,0,0,10431,212,9898,321,Sulawesi,UTC+08:00
2021-05-04,Sulawesi Utara,6,0,66,15662,508,13300,1854,Sulawesi,UTC+08:00
2021-05-04,Sumatera Barat,144,5,223,37582,819,34465,2298,Sumatera,UTC+07:00
2021-05-04,Sumatera Selatan,111,10,166,20949,1024,18549,1376,Sumatera,UTC+07:00
2021-05-04,Sumatera Utara,63,0,65,29653,977,26356,2320,Sumatera,UTC+07:00
2021-05-05,Aceh,91,6,18,11482,460,9820,1202,Sumatera,UTC+07:00
2021-05-05,Bali,128,9,126,45282,1378,42576,1328,Nusa Tenggara,UTC+08:00
2021-05-05,Banten,73,3,193,47762,1219,44670,1873,Jawa,UTC+07:00
2021-05-05,Bengkulu,35,0,41,7055,174,6026,855,Sumatera,UTC+07:00
2021-05-05,DKI Jakarta,845,12,687,412412,6741,398671,7000,Jawa,UTC+07:00
2021-05-05,Daerah Istimewa Yogyakarta,232,6,261,40372,987,35890,3495,Jawa,UTC+07:00
2021-05-05,Gorontalo,4,0,13,5411,168,5104,139,Sulawesi,UTC+08:00
2021-05-05,Jambi,102,2,63,8042,122,6418,1502,Sumatera,UTC+07:00
2021-05-05,Jawa Barat,979,26,1376,287234,3850,252570,30814,Jawa,UTC+07:00
2021-05-05,Jawa Tengah,544,59,586,186613,8570,167594,10449,Jawa,UTC+07:00
2021-05-05,Jawa Timur,271,28,225,148946,10820,136137,1989,Jawa,UTC+07:00
2021-05-05,Kalimantan Barat,116,4,100,8164,50,7101,1013,Kalimantan,UTC+07:00
2021-05-05,Kalimantan Selatan,108,3,211,33256,958,30481,1817,Kalimantan,UTC+08:00
2021-05-05,Kalimantan Tengah,91,1,338,20494,452,17754,2288,Kalimantan,UTC+07:00
2021-05-05,Kalimantan Timur,137,5,102,69174,1660,65900,1614,Kalimantan,UTC+08:00
2021-05-05,Kalimantan Utara,3,2,13,11824,188,11112,524,Kalimantan,UTC+08:00
2021-05-05,Kepulauan Bangka Belitung,125,1,130,14113,221,12329,1563,Sumatera,UTC+07:00
2021-05-05,Kepulauan Riau,94,0,111,11881,260,10044,1577,Sumatera,UTC+07:00
2021-05-05,Lampung,77,1,76,16340,822,14128,1390,Sumatera,UTC+07:00
2021-05-05,Maluku,18,0,7,7567,117,7144,306,Maluku,UTC+09:00
2021-05-05,Maluku Utara,7,0,21,4428,120,4209,99,Maluku,UTC+09:00
2021-05-05,Nusa Tenggara Barat,26,12,0,10673,400,7935,2338,Nusa Tenggara,UTC+08:00
2021-05-05,Nusa Tenggara Timur,55,2,133,14811,380,12956,1475,Nusa Tenggara,UTC+08:00
2021-05-05,Papua,18,0,18,20386,260,11378,8748,Papua,UTC+09:00
2021-05-05,Papua Barat,23,0,38,9031,153,8626,252,Papua,UTC+09:00
2021-05-05,Riau,570,15,571,46632,1156,40302,5174,Sumatera,UTC+07:00
2021-05-05,Sulawesi Barat,1,0,3,5475,119,5273,83,Sulawesi,UTC+08:00
2021-05-05,Sulawesi Selatan,6,0,56,61563,932,60316,315,Sulawesi,UTC+08:00
2021-05-05,Sulawesi Tengah,29,3,129,12423,341,11544,538,Sulawesi,UTC+08:00
2021-05-05,Sulawesi Tenggara,10,0,30,10441,212,9928,301,Sulawesi,UTC+08:00
2021-05-05,Sulawesi Utara,2,0,7,15664,508,13307,1849,Sulawesi,UTC+08:00
2021-05-05,Sumatera Barat,263,5,208,37845,824,34673,2348,Sumatera,UTC+07:00
2021-05-05,Sumatera Selatan,129,10,51,21078,1034,18600,1444,Sumatera,UTC+07:00
2021-05-05,Sumatera Utara,71,3,64,29724,980,26420,2324,Sumatera,UTC+07:00
2021-05-06,Aceh,107,1,38,11589,461,9858,1270,Sumatera,UTC+07:00
2021-05-06,Bali,146,11,156,45428,1389,42732,1307,Nusa Tenggara,UTC+08:00
2021-05-06,Banten,65,1,37,47827,1220,44707,1900,Jawa,UTC+07:00
2021-05-06,Bengkulu,50,1,45,7105,175,6071,859,Sumatera,UTC+07:00
2021-05-06,DKI Jakarta,906,21,566,413318,6762,399237,7319,Jawa,UTC+07:00
2021-05-06,Daerah Istimewa Yogyakarta,229,5,319,40601,992,36209,3400,Jawa,UTC+07:00
2021-05-06,Gorontalo,11,0,4,5422,168,5108,146,Sulawesi,UTC+08:00
2021-05-06,Jambi,84,2,45,8126,124,6463,1539,Sumatera,UTC+07:00
2021-05-06,Jawa Barat,1056,7,1501,288290,3857,254071,30362,Jawa,UTC+07:00
2021-05-06,Jawa Tengah,372,13,403,186985,8583,167997,10405,Jawa,UTC+07:00
2021-05-06,Jawa Timur,255,28,249,149201,10848,136386,1967,Jawa,UTC+07:00
2021-05-06,Kalimantan Barat,120,5,89,8284,55,7190,1039,Kalimantan,UTC+07:00
2021-05-06,Kalimantan Selatan,64,2,140,33320,960,30621,1739,Kalimantan,UTC+08:00
2021-05-06,Kalimantan Tengah,74,0,41,20568,452,17795,2321,Kalimantan,UTC+07:00
2021-05-06,Kalimantan Timur,104,3,126,69278,1663,66026,1589,Kalimantan,UTC+08:00
2021-05-06,Kalimantan Utara,8,0,28,11832,188,11140,504,Kalimantan,UTC+08:00
2021-05-06,Kepulauan Bangka Belitung,168,1,151,14281,222,12480,1579,Sumatera,UTC+07:00
2021-05-06,Kepulauan Riau,253,11,89,12134,271,10133,1730,Sumatera,UTC+07:00
2021-05-06,Lampung,67,3,36,16407,825,14164,1418,Sumatera,UTC+07:00
2021-05-06,Maluku,7,0,5,7574,117,7149,308,Maluku,UTC+09:00
2021-05-06,Maluku Utara,2,0,12,4430,120,4221,89,Maluku,UTC+09:00
2021-05-06,Nusa Tenggara Barat,19,0,16,10692,400,7951,2341,Nusa Tenggara,UTC+08:00
2021-05-06,Nusa Tenggara Timur,273,3,61,15084,383,13017,1684,Nusa Tenggara,UTC+08:00
2021-05-06,Papua,22,0,22,20408,260,11400,8748,Papua,UTC+09:00
2021-05-06,Papua Barat,10,0,13,9041,153,8639,249,Papua,UTC+09:00
2021-05-06,Riau,520,20,479,47152,1176,40781,5195,Sumatera,UTC+07:00
2021-05-06,Sulawesi Barat,0,0,8,5475,119,5281,75,Sulawesi,UTC+08:00
2021-05-06,Sulawesi Selatan,17,0,23,61580,932,60339,309,Sulawesi,UTC+08:00
2021-05-06,Sulawesi Tengah,47,0,50,12470,341,11594,535,Sulawesi,UTC+08:00
2021-05-06,Sulawesi Tenggara,2,2,17,10443,214,9945,284,Sulawesi,UTC+08:00
2021-05-06,Sulawesi Utara,0,0,120,15664,508,13427,1729,Sulawesi,UTC+08:00
2021-05-06,Sumatera Barat,416,10,257,38261,834,34930,2497,Sumatera,UTC+07:00
2021-05-06,Sumatera Selatan,130,7,127,21208,1041,18727,1440,Sumatera,UTC+07:00
2021-05-06,Sumatera Utara,81,4,60,29805,984,26480,2341,Sumatera,UTC+07:00
2021-05-07,Aceh,113,4,114,11702,465,9972,1265,Sumatera,UTC+07:00
2021-05-07,Bali,114,5,150,45542,1394,42882,1266,Nusa Tenggara,UTC+08:00
2021-05-07,Banten,68,0,50,47895,1220,44757,1918,Jawa,UTC+07:00
2021-05-07,Bengkulu,65,0,35,7170,175,6106,889,Sumatera,UTC+07:00
2021-05-07,DKI Jakarta,783,20,595,414101,6782,399832,7487,Jawa,UTC+07:00
2021-05-07,Daerah Istimewa Yogyakarta,184,11,271,40785,1003,36480,3302,Jawa,UTC+07:00
2021-05-07,Gorontalo,0,1,2,5422,169,5110,143,Sulawesi,UTC+08:00
2021-05-07,Jambi,87,9,93,8213,133,6556,1524,Sumatera,UTC+07:00
2021-05-07,Jawa Barat,1929,25,1221,290219,3882,255292,31045,Jawa,UTC+07:00
2021-05-07,Jawa Tengah,535,12,763,187520,8595,168760,10165,Jawa,UTC+07:00
2021-05-07,Jawa Timur,235,22,283,149436,10870,136669,1897,Jawa,UTC+07:00
2021-05-07,Kalimantan Barat,133,0,95,8417,55,7285,1077,Kalimantan,UTC+07:00
2021-05-07,Kalimantan Selatan,144,1,223,33464,961,30844,1659,Kalimantan,UTC+08:00
2021-05-07,Kalimantan Tengah,84,0,125,20652,452,17920,2280,Kalimantan,UTC+07:00
2021-05-07,Kalimantan Timur,105,7,165,69383,1670,66191,1522,Kalimantan,UTC+08:00
2021-05-07,Kalimantan Utara,16,0,18,11848,188,11158,502,Kalimantan,UTC+08:00
2021-05-07,Kepulauan Bangka Belitung,197,1,343,14478,223,12823,1432,Sumatera,UTC+07:00
2021-05-07,Kepulauan Riau,94,0,33,12228,271,10166,1791,Sumatera,UTC+07:00
2021-05-07,Lampung,53,4,27,16460,829,14191,1440,Sumatera,UTC+07:00
2021-05-07,Maluku,0,0,15,7574,117,7164,293,Maluku,UTC+09:00
2021-05-07,Maluku Utara,3,0,0,4433,120,4221,92,Maluku,UTC+09:00
2021-05-07,Nusa Tenggara Barat,28,1,9,10720,401,7960,2359,Nusa Tenggara,UTC+08:00
2021-05-07,Nusa Tenggara Timur,89,6,116,15173,389,13133,1651,Nusa Tenggara,UTC+08:00
2021-05-07,Papua,2,0,0,20410,260,11400,8750,Papua,UTC+09:00
2021-05-07,Papua Barat,30,0,34,9071,153,8673,245,Papua,UTC+09:00
2021-05-07,Riau,628,17,505,47780,1193,41286,5301,Sumatera,UTC+07:00
2021-05-07,Sulawesi Barat,1,0,2,5476,119,5283,74,Sulawesi,UTC+08:00
2021-05-07,Sulawesi Selatan,27,0,18,61607,932,60357,318,Sulawesi,UTC+08:00
2021-05-07,Sulawesi Tengah,36,0,33,12506,341,11627,538,Sulawesi,UTC+08:00
2021-05-07,Sulawesi Tenggara,7,0,10,10450,214,9955,281,Sulawesi,UTC+08:00
2021-05-07,Sulawesi Utara,7,0,31,15671,508,13458,1705,Sulawesi,UTC+08:00
2021-05-07,Sumatera Barat,283,7,204,38544,841,35134,2569,Sumatera,UTC+07:00
2021-05-07,Sumatera Selatan,142,4,112,21350,1045,18839,1466,Sumatera,UTC+07:00
2021-05-07,Sumatera Utara,95,1,76,29900,985,26556,2359,Sumatera,UTC+07:00
2021-05-08,Aceh,100,4,5,11802,469,9977,1356,Sumatera,UTC+07:00
2021-05-08,Bali,113,8,130,45655,1402,43012,1241,Nusa Tenggara,UTC+08:00
2021-05-08,Banten,81,4,32,47976,1224,44789,1963,Jawa,UTC+07:00
2021-05-08,Bengkulu,76,0,48,7246,175,6154,917,Sumatera,UTC+07:00
2021-05-08,DKI Jakarta,732,26,584,414833,6808,400416,7609,Jawa,UTC+07:00
2021-05-08,Daerah Istimewa Yogyakarta,137,10,261,40922,1013,36741,3168,Jawa,UTC+07:00
2021-05-08,Gorontalo,2,0,0,5424,169,5110,145,Sulawesi,UTC+08:00
2021-05-08,Jambi,88,3,37,8301,136,6593,1572,Sumatera,UTC+07:00
2021-05-08,Jawa Barat,2263,5,1963,292482,3887,257255,31340,Jawa,UTC+07:00
2021-05-08,Jawa Tengah,138,54,408,187658,8649,169168,9841,Jawa,UTC+07:00
2021-05-08,Jawa Timur,224,20,207,149660,10890,136876,1894,Jawa,UTC+07:00
2021-05-08,Kalimantan Barat,74,0,49,8491,55,7334,1102,Kalimantan,UTC+07:00
2021-05-08,Kalimantan Selatan,108,3,92,33572,964,30936,1672,Kalimantan,UTC+08:00
2021-05-08,Kalimantan Tengah,125,2,51,20777,454,17971,2352,Kalimantan,UTC+07:00
2021-05-08,Kalimantan Timur,109,3,208,69492,1673,66399,1420,Kalimantan,UTC+08:00
2021-05-08,Kalimantan Utara,3,0,6,11851,188,11164,499,Kalimantan,UTC+08:00
2021-05-08,Kepulauan Bangka Belitung,267,6,154,14745,229,12977,1539,Sumatera,UTC+07:00
2021-05-08,Kepulauan Riau,112,0,19,12340,271,10185,1884,Sumatera,UTC+07:00
2021-05-08,Lampung,77,2,67,16537,831,14258,1448,Sumatera,UTC+07:00
2021-05-08,Maluku,19,0,4,7593,117,7168,308,Maluku,UTC+09:00
2021-05-08,Maluku Utara,0,0,0,4433,120,4221,92,Maluku,UTC+09:00
2021-05-08,Nusa Tenggara Barat,23,0,1,10743,401,7961,2381,Nusa Tenggara,UTC+08:00
2021-05-08,Nusa Tenggara Timur,77,4,151,15250,393,13284,1573,Nusa Tenggara,UTC+08:00
2021-05-08,Papua,1,1,4,20411,261,11404,8746,Papua,UTC+09:00
2021-05-08,Papua Barat,10,0,18,9081,153,8691,237,Papua,UTC+09:00
2021-05-08,Riau,653,7,256,48433,1200,41542,5691,Sumatera,UTC+07:00
2021-05-08,Sulawesi Barat,0,0,2,5476,119,5285,72,Sulawesi,UTC+08:00
2021-05-08,Sulawesi Selatan,17,0,14,61624,932,60371,321,Sulawesi,UTC+08:00
2021-05-08,Sulawesi Tengah,11,1,16,12517,342,11643,532,Sulawesi,UTC+08:00
2021-05-08,Sulawesi Tenggara,0,0,1,10450,214,9956,280,Sulawesi,UTC+08:00
2021-05-08,Sulawesi Utara,9,1,34,15680,509,13492,1679,Sulawesi,UTC+08:00
2021-05-08,Sumatera Barat,300,3,276,38844,844,35410,2590,Sumatera,UTC+07:00
2021-05-08,Sumatera Selatan,150,13,298,21500,1058,19137,1305,Sumatera,UTC+07:00
2021-05-08,Sumatera Utara,82,3,73,29982,988,26629,2365,Sumatera,UTC+07:00
2021-05-09,Aceh,28,6,91,11830,475,10068,1287,Sumatera,UTC+07:00
2021-05-09,Bali,103,5,103,45758,1407,43115,1236,Nusa Tenggara,UTC+08:00
2021-05-09,Banten,61,0,174,48037,1224,44963,1850,Jawa,UTC+07:00
2021-05-09,Bengkulu,37,0,61,7283,175,6215,893,Sumatera,UTC+07:00
2021-05-09,DKI Jakarta,809,16,690,415642,6824,401106,7712,Jawa,UTC+07:00
2021-05-09,Daerah Istimewa Yogyakarta,140,10,202,41062,1023,36943,3096,Jawa,UTC+07:00
2021-05-09,Gorontalo,0,1,1,5424,170,5111,143,Sulawesi,UTC+08:00
2021-05-09,Jambi,75,0,62,8376,136,6655,1585,Sumatera,UTC+07:00
2021-05-09,Jawa Barat,516,9,592,292998,3896,257847,31255,Jawa,UTC+07:00
2021-05-09,Jawa Tengah,139,41,445,187797,8690,169613,9494,Jawa,UTC+07:00
2021-05-09,Jawa Timur,230,19,196,149890,10909,137072,1909,Jawa,UTC+07:00
2021-05-09,Kalimantan Barat,124,2,121,8615,57,7455,1103,Kalimantan,UTC+07:00
2021-05-09,Kalimantan Selatan,64,2,129,33636,966,31065,1605,Kalimantan,UTC+08:00
2021-05-09,Kalimantan Tengah,90,0,21,20867,454,17992,2421,Kalimantan,UTC+07:00
2021-05-09,Kalimantan Timur,88,2,212,69580,1675,66611,1294,Kalimantan,UTC+08:00
2021-05-09,Kalimantan Utara,16,0,9,11867,188,11173,506,Kalimantan,UTC+08:00
2021-05-09,Kepulauan Bangka Belitung,184,3,157,14929,232,13134,1563,Sumatera,UTC+07:00
2021-05-09,Kepulauan Riau,92,0,311,12432,271,10496,1665,Sumatera,UTC+07:00
2021-05-09,Lampung,54,6,46,16591,837,14304,1450,Sumatera,UTC+07:00
2021-05-09,Maluku,3,0,0,7596,117,7168,311,Maluku,UTC+09:00
2021-05-09,Maluku Utara,1,0,0,4434,120,4221,93,Maluku,UTC+09:00
2021-05-09,Nusa Tenggara Barat,2,0,2,10745,401,7963,2381,Nusa Tenggara,UTC+08:00
2021-05-09,Nusa Tenggara Timur,52,2,13,15302,395,13297,1610,Nusa Tenggara,UTC+08:00
