Date,Location,NewCases,NewDeaths,NewRecovered,TotalCases,TotalDeaths,TotalRecovered,TotalActiveCases,Island,Time Zone
2021-05-24,Riau,665,24,202,55526,1450,49632,4444,Sumatera,UTC+07:00
2021-05-24,Sulawesi Barat,0,0,3,5498,120,5347,31,Sulawesi,UTC+08:00
2021-05-24,Sulawesi Selatan,14,1,8,61963,939,60654,370,Sulawesi,UTC+08:00
2021-05-24,Sulawesi Tengah,21,1,15,12787,358,12072,357,Sulawesi,UTC+08:00
2021-05-24,Sulawesi Tenggara,2,0,5,10496,217,10049,230,Sulawesi,UTC+08:00
2021-05-24,Sulawesi Utara,0,0,29,15754,540,14861,353,Sulawesi,UTC+08:00
2021-05-24,Sumatera Barat,154,1,194,42451,941,38570,2940,Sumatera,UTC+07:00
2021-05-24,Sumatera Selatan,130,9,93,23306,1178,20945,1183,Sumatera,UTC+07:00
2021-05-24,Sumatera Utara,99,2,96,31375,1030,27928,2417,Sumatera,UTC+07:00
2021-05-25,Aceh,185,9,149,13581,551,11110,1920,Sumatera,UTC+07:00
2021-05-25,Bali,55,5,83,46973,1481,44755,737,Nusa Tenggara,UTC+08:00
2021-05-25,Banten,89,2,9,48952,1248,46284,1420,Jawa,UTC+07:00
2021-05-25,Bengkulu,30,1,55,7793,177,6882,734,Sumatera,UTC+07:00
2021-05-25,DKI Jakarta,384,14,506,425207,7086,407483,10638,Jawa,UTC+07:00
2021-05-25,Daerah Istimewa Yogyakarta,215,10,191,43645,1138,40374,2133,Jawa,UTC+07:00
2021-05-25,Gorontalo,8,0,3,5472,170,5136,166,Sulawesi,UTC+08:00
2021-05-25,Jambi,59,3,65,9145,164,7524,1457,Sumatera,UTC+07:00
2021-05-25,Jawa Barat,1057,14,988,309302,4131,274860,30311,Jawa,UTC+07:00
2021-05-25,Jawa Tengah,712,28,332,196014,9263,177689,9062,Jawa,UTC+07:00
2021-05-25,Jawa Timur,217,24,183,153328,11255,140442,1631,Jawa,UTC+07:00
2021-05-25,Kalimantan Barat,114,0,37,10246,82,9278,886,Kalimantan,UTC+07:00
2021-05-25,Kalimantan Selatan,43,1,65,34354,1003,32623,728,Kalimantan,UTC+08:00
2021-05-25,Kalimantan Tengah,71,2,76,21991,492,18961,2538,Kalimantan,UTC+07:00
2021-05-25,Kalimantan Timur,112,6,54,71006,1710,68103,1193,Kalimantan,UTC+08:00
2021-05-25,Kalimantan Utara,34,1,11,12170,190,11366,614,Kalimantan,UTC+08:00
2021-05-25,Kepulauan Bangka Belitung,166,5,63,17160,256,15345,1559,Sumatera,UTC+07:00
2021-05-25,Kepulauan Riau,191,2,21,15096,313,12213,2570,Sumatera,UTC+07:00
2021-05-25,Lampung,84,3,41,17695,915,15414,1366,Sumatera,UTC+07:00
2021-05-25,Maluku,42,1,6,7718,121,7344,253,Maluku,UTC+09:00
2021-05-25,Maluku Utara,4,0,0,4489,120,4254,115,Maluku,UTC+09:00
2021-05-25,Nusa Tenggara Barat,17,0,3,11114,413,8092,2609,Nusa Tenggara,UTC+08:00
2021-05-25,Nusa Tenggara Timur,10,0,72,15886,414,14698,774,Nusa Tenggara,UTC+08:00
2021-05-25,Papua,0,0,0,20461,261,11450,8750,Papua,UTC+09:00
2021-05-25,Papua Barat,2,0,12,9251,165,8990,96,Papua,UTC+09:00
2021-05-25,Riau,642,19,179,56168,1469,49811,4888,Sumatera,UTC+07:00
2021-05-25,Sulawesi Barat,0,0,7,5498,120,5354,24,Sulawesi,UTC+08:00
2021-05-25,Sulawesi Selatan,51,0,3,62014,939,60657,418,Sulawesi,UTC+08:00
2021-05-25,Sulawesi Tengah,15,0,126,12802,358,12198,246,Sulawesi,UTC+08:00
2021-05-25,Sulawesi Tenggara,2,0,1,10498,217,10050,231,Sulawesi,UTC+08:00
2021-05-25,Sulawesi Utara,1,0,17,15755,540,14878,337,Sulawesi,UTC+08:00
2021-05-25,Sumatera Barat,271,8,184,42722,949,38754,3019,Sumatera,UTC+07:00
2021-05-25,Sumatera Selatan,129,10,97,23435,1188,21042,1205,Sumatera,UTC+07:00
2021-05-25,Sumatera Utara,97,4,73,31472,1034,28001,2437,Sumatera,UTC+07:00
2021-05-26,Aceh,267,4,37,13848,555,11147,2146,Sumatera,UTC+07:00
2021-05-26,Bali,59,5,41,47032,1486,44796,750,Nusa Tenggara,UTC+08:00
2021-05-26,Banten,44,0,23,48996,1248,46307,1441,Jawa,UTC+07:00
2021-05-26,Bengkulu,27,0,31,7820,177,6913,730,Sumatera,UTC+07:00
2021-05-26,DKI Jakarta,617,11,516,425824,7097,407999,10728,Jawa,UTC+07:00
2021-05-26,Daerah Istimewa Yogyakarta,190,6,191,43835,1144,40565,2126,Jawa,UTC+07:00
2021-05-26,Gorontalo,1,0,1,5473,170,5137,166,Sulawesi,UTC+08:00
2021-05-26,Jambi,77,0,76,9222,164,7600,1458,Sumatera,UTC+07:00
2021-05-26,Jawa Barat,772,12,667,310074,4143,275527,30404,Jawa,UTC+07:00
2021-05-26,Jawa Tengah,550,23,247,196564,9286,177936,9342,Jawa,UTC+07:00
2021-05-26,Jawa Timur,256,21,126,153584,11276,140568,1740,Jawa,UTC+07:00
2021-05-26,Kalimantan Barat,121,3,100,10367,85,9378,904,Kalimantan,UTC+07:00
2021-05-26,Kalimantan Selatan,82,3,25,34436,1006,32648,782,Kalimantan,UTC+08:00
2021-05-26,Kalimantan Tengah,91,1,81,22082,493,19042,2547,Kalimantan,UTC+07:00
2021-05-26,Kalimantan Timur,82,2,86,71088,1712,68189,1187,Kalimantan,UTC+08:00
2021-05-26,Kalimantan Utara,13,0,1,12183,190,11367,626,Kalimantan,UTC+08:00
2021-05-26,Kepulauan Bangka Belitung,271,2,78,17431,258,15423,1750,Sumatera,UTC+07:00
2021-05-26,Kepulauan Riau,190,3,56,15286,316,12269,2701,Sumatera,UTC+07:00
2021-05-26,Lampung,75,2,57,17770,917,15471,1382,Sumatera,UTC+07:00
2021-05-26,Maluku,0,0,0,7718,121,7344,253,Maluku,UTC+09:00
2021-05-26,Maluku Utara,2,0,0,4491,120,4254,117,Maluku,UTC+09:00
2021-05-26,Nusa Tenggara Barat,22,4,0,11136,417,8092,2627,Nusa Tenggara,UTC+08:00
2021-05-26,Nusa Tenggara Timur,21,1,4,15907,415,14702,790,Nusa Tenggara,UTC+08:00
2021-05-26,Papua,0,1,0,20461,262,11450,8749,Papua,UTC+09:00
2021-05-26,Papua Barat,14,2,4,9265,167,8994,104,Papua,UTC+09:00
2021-05-26,Riau,739,27,347,56907,1496,50158,5253,Sumatera,UTC+07:00
2021-05-26,Sulawesi Barat,0,0,0,5498,120,5354,24,Sulawesi,UTC+08:00
2021-05-26,Sulawesi Selatan,9,0,4,62023,939,60661,423,Sulawesi,UTC+08:00
2021-05-26,Sulawesi Tengah,17,2,10,12819,360,12208,251,Sulawesi,UTC+08:00
2021-05-26,Sulawesi Tenggara,0,0,2,10498,217,10052,229,Sulawesi,UTC+08:00
2021-05-26,Sulawesi Utara,4,0,6,15759,540,14884,335,Sulawesi,UTC+08:00
2021-05-26,Sumatera Barat,290,3,268,43012,952,39022,3038,Sumatera,UTC+07:00
2021-05-26,Sumatera Selatan,159,6,46,23594,1194,21088,1312,Sumatera,UTC+07:00
2021-05-26,Sumatera Utara,85,3,77,31557,1037,28078,2442,Sumatera,UTC+07:00
2021-05-27,Aceh,230,7,128,14078,562,11275,2241,Sumatera,UTC+07:00
2021-05-27,Bali,31,5,74,47063,1491,44870,702,Nusa Tenggara,UTC+08:00
2021-05-27,Banten,156,2,45,49152,1250,46352,1550,Jawa,UTC+07:00
2021-05-27,Bengkulu,19,0,42,7839,177,6955,707,Sumatera,UTC+07:00
2021-05-27,DKI Jakarta,940,18,586,426764,7115,408585,11064,Jawa,UTC+07:00
2021-05-27,Daerah Istimewa Yogyakarta,186,7,204,44021,1151,40769,2101,Jawa,UTC+07:00
2021-05-27,Gorontalo,11,0,0,5484,170,5137,177,Sulawesi,UTC+08:00
2021-05-27,Jambi,74,2,20,9296,166,7620,1510,Sumatera,UTC+07:00
2021-05-27,Jawa Barat,1268,19,1066,311342,4162,276593,30587,Jawa,UTC+07:00
2021-05-27,Jawa Tengah,713,5,237,197277,9291,178173,9813,Jawa,UTC+07:00
2021-05-27,Jawa Timur,218,25,182,153802,11301,140750,1751,Jawa,UTC+07:00
2021-05-27,Kalimantan Barat,119,1,40,10486,86,9418,982,Kalimantan,UTC+07:00
2021-05-27,Kalimantan Selatan,56,2,47,34492,1008,32695,789,Kalimantan,UTC+08:00
2021-05-27,Kalimantan Tengah,60,3,30,22142,496,19072,2574,Kalimantan,UTC+07:00
2021-05-27,Kalimantan Timur,64,2,116,71152,1714,68305,1133,Kalimantan,UTC+08:00
2021-05-27,Kalimantan Utara,4,0,14,12187,190,11381,616,Kalimantan,UTC+08:00
2021-05-27,Kepulauan Bangka Belitung,132,2,102,17563,260,15525,1778,Sumatera,UTC+07:00
2021-05-27,Kepulauan Riau,411,0,82,15697,316,12351,3030,Sumatera,UTC+07:00
2021-05-27,Lampung,56,5,95,17826,922,15566,1338,Sumatera,UTC+07:00
2021-05-27,Maluku,9,1,7,7727,122,7351,254,Maluku,UTC+09:00
2021-05-27,Maluku Utara,0,0,0,4491,120,4254,117,Maluku,UTC+09:00
2021-05-27,Nusa Tenggara Barat,15,1,2,11151,418,8094,2639,Nusa Tenggara,UTC+08:00
2021-05-27,Nusa Tenggara Timur,1,0,1,15908,415,14703,790,Nusa Tenggara,UTC+08:00
2021-05-27,Papua,0,0,0,20461,262,11450,8749,Papua,UTC+09:00
2021-05-27,Papua Barat,2,1,0,9267,168,8994,105,Papua,UTC+09:00
2021-05-27,Riau,810,14,248,57717,1510,50406,5801,Sumatera,UTC+07:00
2021-05-27,Sulawesi Barat,0,0,0,5498,120,5354,24,Sulawesi,UTC+08:00
2021-05-27,Sulawesi Selatan,33,2,29,62056,941,60690,425,Sulawesi,UTC+08:00
2021-05-27,Sulawesi Tengah,7,0,33,12826,360,12241,225,Sulawesi,UTC+08:00
2021-05-27,Sulawesi Tenggara,1,0,0,10499,217,10052,230,Sulawesi,UTC+08:00
2021-05-27,Sulawesi Utara,4,7,19,15763,547,14903,313,Sulawesi,UTC+08:00
2021-05-27,Sumatera Barat,313,4,137,43325,956,39159,3210,Sumatera,UTC+07:00
2021-05-27,Sumatera Selatan,157,7,103,23751,1201,21191,1359,Sumatera,UTC+07:00
2021-05-27,Sumatera Utara,95,2,114,31652,1039,28192,2421,Sumatera,UTC+07:00
2021-05-28,Aceh,260,8,145,14338,570,11420,2348,Sumatera,UTC+07:00
2021-05-28,Bali,61,6,69,47124,1497,44939,688,Nusa Tenggara,UTC+08:00
2021-05-28,Banten,53,2,62,49205,1252,46414,1539,Jawa,UTC+07:00
2021-05-28,Bengkulu,66,0,41,7905,177,6996,732,Sumatera,UTC+07:00
2021-05-28,DKI Jakarta,602,19,908,427366,7134,409493,10739,Jawa,UTC+07:00
2021-05-28,Daerah Istimewa Yogyakarta,180,4,195,44201,1155,40964,2082,Jawa,UTC+07:00
2021-05-28,Gorontalo,1,0,0,5485,170,5137,178,Sulawesi,UTC+08:00
2021-05-28,Jambi,63,0,146,9359,166,7766,1427,Sumatera,UTC+07:00
2021-05-28,Jawa Barat,1165,20,934,312507,4182,277527,30798,Jawa,UTC+07:00
2021-05-28,Jawa Tengah,686,46,631,197963,9337,178804,9822,Jawa,UTC+07:00
2021-05-28,Jawa Timur,246,21,205,154048,11322,140955,1771,Jawa,UTC+07:00
2021-05-28,Kalimantan Barat,98,2,192,10584,88,9610,886,Kalimantan,UTC+07:00
2021-05-28,Kalimantan Selatan,68,2,39,34560,1010,32734,816,Kalimantan,UTC+08:00
2021-05-28,Kalimantan Tengah,82,1,11,22224,497,19083,2644,Kalimantan,UTC+07:00
2021-05-28,Kalimantan Timur,68,3,110,71220,1717,68415,1088,Kalimantan,UTC+08:00
2021-05-28,Kalimantan Utara,30,0,8,12217,190,11389,638,Kalimantan,UTC+08:00
2021-05-28,Kepulauan Bangka Belitung,183,7,122,17746,267,15647,1832,Sumatera,UTC+07:00
2021-05-28,Kepulauan Riau,219,8,154,15916,324,12505,3087,Sumatera,UTC+07:00
2021-05-28,Lampung,85,4,61,17911,926,15627,1358,Sumatera,UTC+07:00
2021-05-28,Maluku,0,0,0,7727,122,7351,254,Maluku,UTC+09:00
2021-05-28,Maluku Utara,3,0,0,4494,120,4254,120,Maluku,UTC+09:00
2021-05-28,Nusa Tenggara Barat,451,1,507,11602,419,8601,2582,Nusa Tenggara,UTC+08:00
2021-05-28,Nusa Tenggara Timur,175,2,170,16083,417,14873,793,Nusa Tenggara,UTC+08:00
2021-05-28,Papua,0,1,0,20461,263,11450,8748,Papua,UTC+09:00
2021-05-28,Papua Barat,19,2,5,9286,170,8999,117,Papua,UTC+09:00
2021-05-28,Riau,503,19,458,58220,1529,50864,5827,Sumatera,UTC+07:00
2021-05-28,Sulawesi Barat,3,0,1,5501,120,5355,26,Sulawesi,UTC+08:00
2021-05-28,Sulawesi Selatan,32,1,29,62088,942,60719,427,Sulawesi,UTC+08:00
2021-05-28,Sulawesi Tengah,18,1,9,12844,361,12250,233,Sulawesi,UTC+08:00
2021-05-28,Sulawesi Tenggara,6,0,10,10505,217,10062,226,Sulawesi,UTC+08:00
2021-05-28,Sulawesi Utara,0,0,3,15763,547,14906,310,Sulawesi,UTC+08:00
2021-05-28,Sumatera Barat,172,11,217,43497,967,39376,3154,Sumatera,UTC+07:00
2021-05-28,Sumatera Selatan,152,1,79,23903,1202,21270,1431,Sumatera,UTC+07:00
2021-05-28,Sumatera Utara,89,3,77,31741,1042,28269,2430,Sumatera,UTC+07:00
2021-05-29,Aceh,293,7,125,14631,577,11545,2509,Sumatera,UTC+07:00
2021-05-29,Bali,49,2,72,47173,1499,45011,663,Nusa Tenggara,UTC+08:00
2021-05-29,Banten,72,3,71,49277,1255,46485,1537,Jawa,UTC+07:00
2021-05-29,Bengkulu,81,1,63,7986,178,7059,749,Sumatera,UTC+07:00
2021-05-29,DKI Jakarta,898,12,998,428264,7146,410491,10627,Jawa,UTC+07:00
2021-05-29,Daerah Istimewa Yogyakarta,211,9,169,44412,1164,41133,2115,Jawa,UTC+07:00
2021-05-29,Gorontalo,6,2,102,5491,172,5239,80,Sulawesi,UTC+08:00
2021-05-29,Jambi,79,6,46,9438,172,7812,1454,Sumatera,UTC+07:00
2021-05-29,Jawa Barat,964,10,959,313471,4192,278486,30793,Jawa,UTC+07:00
2021-05-29,Jawa Tengah,1079,21,651,199042,9358,179455,10229,Jawa,UTC+07:00
2021-05-29,Jawa Timur,255,20,293,154303,11342,141248,1713,Jawa,UTC+07:00
2021-05-29,Kalimantan Barat,99,1,111,10683,89,9721,873,Kalimantan,UTC+07:00
2021-05-29,Kalimantan Selatan,110,2,42,34670,1012,32776,882,Kalimantan,UTC+08:00
2021-05-29,Kalimantan Tengah,155,2,13,22379,499,19096,2784,Kalimantan,UTC+07:00
2021-05-29,Kalimantan Timur,146,1,120,71366,1718,68535,1113,Kalimantan,UTC+08:00
2021-05-29,Kalimantan Utara,17,1,14,12234,191,11403,640,Kalimantan,UTC+08:00
2021-05-29,Kepulauan Bangka Belitung,176,2,213,17922,269,15860,1793,Sumatera,UTC+07:00
2021-05-29,Kepulauan Riau,456,8,175,16372,332,12680,3360,Sumatera,UTC+07:00
2021-05-29,Lampung,98,1,79,18009,927,15706,1376,Sumatera,UTC+07:00
2021-05-29,Maluku,14,0,13,7741,122,7364,255,Maluku,UTC+09:00
2021-05-29,Maluku Utara,2,1,0,4496,121,4254,121,Maluku,UTC+09:00
2021-05-29,Nusa Tenggara Barat,40,1,10,11642,420,8611,2611,Nusa Tenggara,UTC+08:00
2021-05-29,Nusa Tenggara Timur,2,0,1,16085,417,14874,794,Nusa Tenggara,UTC+08:00
2021-05-29,Papua,0,0,0,20461,263,11450,8748,Papua,UTC+09:00
2021-05-29,Papua Barat,8,1,5,9294,171,9004,119,Papua,UTC+09:00
2021-05-29,Riau,652,11,413,58872,1540,51277,6055,Sumatera,UTC+07:00
2021-05-29,Sulawesi Barat,0,0,1,5501,120,5356,25,Sulawesi,UTC+08:00
2021-05-29,Sulawesi Selatan,18,0,39,62106,942,60758,406,Sulawesi,UTC+08:00
2021-05-29,Sulawesi Tengah,35,4,4,12879,365,12254,260,Sulawesi,UTC+08:00
2021-05-29,Sulawesi Tenggara,7,0,21,10512,217,10083,212,Sulawesi,UTC+08:00
2021-05-29,Sulawesi Utara,1,0,1,15764,547,14907,310,Sulawesi,UTC+08:00
2021-05-29,Sumatera Barat,361,10,401,43858,977,39777,3104,Sumatera,UTC+07:00
2021-05-29,Sumatera Selatan,165,10,263,24068,1212,21533,1323,Sumatera,UTC+07:00
2021-05-29,Sumatera Utara,82,5,80,31823,1047,28349,2427,Sumatera,UTC+07:00
2021-05-30,Aceh,270,3,116,14901,580,11661,2660,Sumatera,UTC+07:00
2021-05-30,Bali,42,2,42,47215,1501,45053,661,Nusa Tenggara,UTC+08:00
2021-05-30,Banten,46,0,60,49323,1255,46545,1523,Jawa,UTC+07:00
2021-05-30,Bengkulu,70,1,62,8056,179,7121,756,Sumatera,UTC+07:00
2021-05-30,DKI Jakarta,1064,13,1004,429328,7159,411495,10674,Jawa,UTC+07:00
2021-05-30,Daerah Istimewa Yogyakarta,176,12,167,44588,1176,41300,2112,Jawa,UTC+07:00
2021-05-30,Gorontalo,11,0,0,5502,172,5239,91,Sulawesi,UTC+08:00
2021-05-30,Jambi,90,8,1,9528,180,7813,1535,Sumatera,UTC+07:00
2021-05-30,Jawa Barat,749,11,528,314220,4203,279014,31003,Jawa,UTC+07:00
2021-05-30,Jawa Tengah,1019,9,271,200061,9367,179726,10968,Jawa,UTC+07:00
2021-05-30,Jawa Timur,217,18,159,154520,11360,141407,1753,Jawa,UTC+07:00
2021-05-30,Kalimantan Barat,133,2,62,10816,91,9783,942,Kalimantan,UTC+07:00
2021-05-30,Kalimantan Selatan,74,2,45,34744,1014,32821,909,Kalimantan,UTC+08:00
2021-05-30,Kalimantan Tengah,111,2,23,22490,501,19119,2870,Kalimantan,UTC+07:00
2021-05-30,Kalimantan Timur,140,3,120,71506,1721,68655,1130,Kalimantan,UTC+08:00
2021-05-30,Kalimantan Utara,3,0,3,12237,191,11406,640,Kalimantan,UTC+08:00
2021-05-30,Kepulauan Bangka Belitung,245,0,120,18167,269,15980,1918,Sumatera,UTC+07:00
2021-05-30,Kepulauan Riau,294,7,201,16666,339,12881,3446,Sumatera,UTC+07:00
2021-05-30,Lampung,89,1,37,18098,928,15743,1427,Sumatera,UTC+07:00
2021-05-30,Maluku,0,0,0,7741,122,7364,255,Maluku,UTC+09:00
2021-05-30,Maluku Utara,16,0,19,4512,121,4273,118,Maluku,UTC+09:00
2021-05-30,Nusa Tenggara Barat,76,10,101,11718,430,8712,2576,Nusa Tenggara,UTC+08:00
2021-05-30,Nusa Tenggara Timur,25,1,11,16110,418,14885,807,Nusa Tenggara,UTC+08:00
2021-05-30,Papua,0,0,0,20461,263,11450,8748,Papua,UTC+09:00
2021-05-30,Papua Barat,2,0,9,9296,171,9013,112,Papua,UTC+09:00
2021-05-30,Riau,726,21,451,59598,1561,51728,6309,Sumatera,UTC+07:00
2021-05-30,Sulawesi Barat,0,0,4,5501,120,5360,21,Sulawesi,UTC+08:00
2021-05-30,Sulawesi Selatan,61,1,15,62167,943,60773,451,Sulawesi,UTC+08:00
2021-05-30,Sulawesi Tengah,14,0,2,12893,365,12256,272,Sulawesi,UTC+08:00
2021-05-30,Sulawesi Tenggara,7,0,0,10519,217,10083,219,Sulawesi,UTC+08:00
2021-05-30,Sulawesi Utara,4,0,13,15768,547,14920,301,Sulawesi,UTC+08:00
2021-05-30,Sumatera Barat,269,15,188,44127,992,39965,3170,Sumatera,UTC+07:00
2021-05-30,Sumatera Selatan,122,7,93,24190,1219,21626,1345,Sumatera,UTC+07:00
2021-05-30,Sumatera Utara,72,1,71,31895,1048,28420,2427,Sumatera,UTC+07:00
2021-05-31,Aceh,116,15,132,15017,595,11793,2629,Sumatera,UTC+07:00
2021-05-31,Bali,44,3,94,47259,1504,45147,608,Nusa Tenggara,UTC+08:00
2021-05-31,Banten,153,2,279,49476,1257,46824,1395,Jawa,UTC+07:00
2021-05-31,Bengkulu,18,1,20,8074,180,7141,753,Sumatera,UTC+07:00
2021-05-31,DKI Jakarta,726,19,581,430054,7178,412076,10800,Jawa,UTC+07:00
2021-05-31,Daerah Istimewa Yogyakarta,158,7,141,44746,1183,41441,2122,Jawa,UTC+07:00
2021-05-31,Gorontalo,4,0,4,5506,172,5243,91,Sulawesi,UTC+08:00
2021-05-31,Jambi,84,3,4,9612,183,7817,1612,Sumatera,UTC+07:00
2021-05-31,Jawa Barat,1185,26,1248,315405,4229,280262,30914,Jawa,UTC+07:00
2021-05-31,Jawa Tengah,921,22,574,200982,9389,180300,11293,Jawa,UTC+07:00
2021-05-31,Jawa Timur,249,31,226,154769,11391,141633,1745,Jawa,UTC+07:00
2021-05-31,Kalimantan Barat,38,3,146,10854,94,9929,831,Kalimantan,UTC+07:00
2021-05-31,Kalimantan Selatan,15,1,65,34759,1015,32886,858,Kalimantan,UTC+08:00
2021-05-31,Kalimantan Tengah,73,1,116,22563,502,19235,2826,Kalimantan,UTC+07:00
2021-05-31,Kalimantan Timur,89,2,177,71595,1723,68832,1040,Kalimantan,UTC+08:00
2021-05-31,Kalimantan Utara,33,0,3,12270,191,11409,670,Kalimantan,UTC+08:00
2021-05-31,Kepulauan Bangka Belitung,130,0,254,18297,269,16234,1794,Sumatera,UTC+07:00
2021-05-31,Kepulauan Riau,161,0,16,16827,339,12897,3591,Sumatera,UTC+07:00
2021-05-31,Lampung,99,1,76,18197,929,15819,1449,Sumatera,UTC+07:00
2021-05-31,Maluku,3,0,6,7744,122,7370,252,Maluku,UTC+09:00
2021-05-31,Maluku Utara,6,0,1,4518,121,4274,123,Maluku,UTC+09:00
2021-05-31,Nusa Tenggara Barat,237,7,103,11955,437,8815,2703,Nusa Tenggara,UTC+08:00
2021-05-31,Nusa Tenggara Timur,150,3,123,16260,421,15008,831,Nusa Tenggara,UTC+08:00
2021-05-31,Papua,0,0,0,20461,263,11450,8748,Papua,UTC+09:00
2021-05-31,Papua Barat,20,0,3,9316,171,9016,129,Papua,UTC+09:00
2021-05-31,Riau,473,26,501,60071,1587,52229,6255,Sumatera,UTC+07:00
2021-05-31,Sulawesi Barat,0,0,0,5501,120,5360,21,Sulawesi,UTC+08:00
2021-05-31,Sulawesi Selatan,8,0,16,62175,943,60789,443,Sulawesi,UTC+08:00
2021-05-31,Sulawesi Tengah,3,0,12,12896,365,12268,263,Sulawesi,UTC+08:00
2021-05-31,Sulawesi Tenggara,1,0,1,10520,217,10084,219,Sulawesi,UTC+08:00
2021-05-31,Sulawesi Utara,3,0,10,15771,547,14930,294,Sulawesi,UTC+08:00
2021-05-31,Sumatera Barat,131,2,123,44258,994,40088,3176,Sumatera,UTC+07:00
2021-05-31,Sumatera Selatan,142,5,95,24332,1224,21721,1387,Sumatera,UTC+07:00
2021-05-31,Sumatera Utara,98,6,83,31993,1054,28503,2436,Sumatera,UTC+07:00
2021-06-01,Aceh,122,1,117,15139,596,11910,2633,Sumatera,UTC+07:00
2021-06-01,Bali,28,0,32,47287,1504,45179,604,Nusa Tenggara,UTC+08:00
2021-06-01,Banten,119,1,30,49595,1258,46854,1483,Jawa,UTC+07:00
2021-06-01,Bengkulu,40,0,48,8114,180,7189,745,Sumatera,UTC+07:00
2021-06-01,DKI Jakarta,519,11,509,430573,7189,412585,10799,Jawa,UTC+07:00
2021-06-01,Daerah Istimewa Yogyakarta,219,9,178,44965,1192,41619,2154,Jawa,UTC+07:00
2021-06-01,Gorontalo,0,0,0,5506,172,5243,91,Sulawesi,UTC+08:00
2021-06-01,Jambi,66,1,66,9678,184,7883,1611,Sumatera,UTC+07:00
2021-06-01,Jawa Barat,950,12,2097,316355,4241,282359,29755,Jawa,UTC+07:00
2021-06-01,Jawa Tengah,866,23,121,201848,9412,180421,12015,Jawa,UTC+07:00
2021-06-01,Jawa Timur,225,24,209,154994,11415,141842,1737,Jawa,UTC+07:00
2021-06-01,Kalimantan Barat,108,0,103,10962,94,10032,836,Kalimantan,UTC+07:00
2021-06-01,Kalimantan Selatan,43,2,41,34802,1017,32927,858,Kalimantan,UTC+08:00
2021-06-01,Kalimantan Tengah,64,0,10,22627,502,19245,2880,Kalimantan,UTC+07:00
2021-06-01,Kalimantan Timur,90,0,73,71685,1723,68905,1057,Kalimantan,UTC+08:00
2021-06-01,Kalimantan Utara,25,0,24,12295,191,11433,671,Kalimantan,UTC+08:00
2021-06-01,Kepulauan Bangka Belitung,90,1,175,18387,270,16409,1708,Sumatera,UTC+07:00
2021-06-01,Kepulauan Riau,227,22,195,17054,361,13092,3601,Sumatera,UTC+07:00
2021-06-01,Lampung,97,4,30,18294,933,15849,1512,Sumatera,UTC+07:00
2021-06-01,Maluku,0,0,8,7744,122,7378,244,Maluku,UTC+09:00
2021-06-01,Maluku Utara,1,0,0,4519,121,4274,124,Maluku,UTC+09:00
2021-06-01,Nusa Tenggara Barat,82,5,111,12037,442,8926,2669,Nusa Tenggara,UTC+08:00
2021-06-01,Nusa Tenggara Timur,8,0,49,16268,421,15057,790,Nusa Tenggara,UTC+08:00
2021-06-01,Papua,0,0,0,20461,263,11450,8748,Papua,UTC+09:00
2021-06-01,Papua Barat,9,0,1,9325,171,9017,137,Papua,UTC+09:00
2021-06-01,Riau,452,13,589,60523,1600,52818,6105,Sumatera,UTC+07:00
2021-06-01,Sulawesi Barat,0,0,0,5501,120,5360,21,Sulawesi,UTC+08:00
2021-06-01,Sulawesi Selatan,3,0,64,62178,943,60853,382,Sulawesi,UTC+08:00
2021-06-01,Sulawesi Tengah,6,0,10,12902,365,12278,259,Sulawesi,UTC+08:00
2021-06-01,Sulawesi Tenggara,4,0,0,10524,217,10084,223,Sulawesi,UTC+08:00
2021-06-01,Sulawesi Utara,4,0,4,15775,547,14934,294,Sulawesi,UTC+08:00
2021-06-01,Sumatera Barat,185,9,333,44443,1003,40421,3019,Sumatera,UTC+07:00
2021-06-01,Sumatera Selatan,150,4,124,24482,1228,21845,1409,Sumatera,UTC+07:00
2021-06-01,Sumatera Utara,95,1,78,32088,1055,28581,2452,Sumatera,UTC+07:00
2021-06-02,Aceh,101,2,1,15240,598,11911,2731,Sumatera,UTC+07:00
2021-06-02,Bali,33,1,72,47320,1505,45251,564,Nusa Tenggara,UTC+08:00
2021-06-02,Banten,69,0,55,49664,1258,46909,1497,Jawa,UTC+07:00
2021-06-02,Bengkulu,13,0,40,8127,180,7229,718,Sumatera,UTC+07:00
2021-06-02,DKI Jakarta,602,20,587,431175,7209,413172,10794,Jawa,UTC+07:00
2021-06-02,Daerah Istimewa Yogyakarta,268,4,129,45233,1196,41748,2289,Jawa,UTC+07:00
2021-06-02,Gorontalo,4,0,9,5510,172,5252,86,Sulawesi,UTC+08:00
2021-06-02,Jambi,86,1,30,9764,185,7913,1666,Sumatera,UTC+07:00
2021-06-02,Jawa Barat,878,18,2830,317233,4259,285189,27785,Jawa,UTC+07:00
2021-06-02,Jawa Tengah,803,42,160,202651,9454,180581,12616,Jawa,UTC+07:00
2021-06-02,Jawa Timur,239,29,206,155233,11444,142048,1741,Jawa,UTC+07:00
2021-06-02,Kalimantan Barat,105,2,164,11067,96,10196,775,Kalimantan,UTC+07:00
2021-06-02,Kalimantan Selatan,12,3,32,34814,1020,32959,835,Kalimantan,UTC+08:00
2021-06-02,Kalimantan Tengah,81,1,157,22708,503,19402,2803,Kalimantan,UTC+07:00
